   x      u
0.5705705706 -0.4305871428
0.5715715716 -0.4296112811
0.5725725726 -0.4286350893
0.5735735736 -0.4276585708
0.5745745746 -0.4266817288
0.5755755756 -0.4257045665
0.5765765766 -0.4247270872
0.5775775776 -0.4237492939
0.5785785786 -0.4227711898
0.5795795796 -0.4217927780
0.5805805806 -0.4208140616
0.5815815816 -0.4198350436
0.5825825826 -0.4188557269
0.5835835836 -0.4178761147
0.5845845846 -0.4168962097
0.5855855856 -0.4159160150
0.5865865866 -0.4149355334
0.5875875876 -0.4139547678
0.5885885886 -0.4129737209
0.5895895896 -0.4119923957
0.5905905906 -0.4110107949
0.5915915916 -0.4100289212
0.5925925926 -0.4090467773
0.5935935936 -0.4080643660
0.5945945946 -0.4070816898
0.5955955956 -0.4060987515
0.5965965966 -0.4051155536
0.5975975976 -0.4041320988
0.5985985986 -0.4031483896
0.5995995996 -0.4021644284
0.6006006006 -0.4011802179
0.6016016016 -0.4001957606
0.6026026026 -0.3992110588
0.6036036036 -0.3982261150
0.6046046046 -0.3972409316
0.6056056056 -0.3962555110
0.6066066066 -0.3952698556
0.6076076076 -0.3942839677
0.6086086086 -0.3932978497
0.6096096096 -0.3923115037
0.6106106106 -0.3913249321
0.6116116116 -0.3903381372
0.6126126126 -0.3893511211
0.6136136136 -0.3883638861
0.6146146146 -0.3873764343
0.6156156156 -0.3863887679
0.6166166166 -0.3854008891
0.6176176176 -0.3844127999
0.6186186186 -0.3834245024
0.6196196196 -0.3824359988
0.6206206206 -0.3814472911
0.6216216216 -0.3804583812
0.6226226226 -0.3794692713
0.6236236236 -0.3784799633
0.6246246246 -0.3774904592
0.6256256256 -0.3765007609
0.6266266266 -0.3755108704
0.6276276276 -0.3745207896
0.6286286286 -0.3735305204
0.6296296296 -0.3725400646
0.6306306306 -0.3715494241
0.6316316316 -0.3705586008
0.6326326326 -0.3695675965
0.6336336336 -0.3685764130
0.6346346346 -0.3675850520
0.6356356356 -0.3665935154
0.6366366366 -0.3656018049
0.6376376376 -0.3646099221
0.6386386386 -0.3636178689
0.6396396396 -0.3626256470
0.6406406406 -0.3616332579
0.6416416416 -0.3606407034
0.6426426426 -0.3596479852
0.6436436436 -0.3586551048
0.6446446446 -0.3576620638
0.6456456456 -0.3566688640
0.6466466466 -0.3556755068
0.6476476476 -0.3546819938
0.6486486486 -0.3536883265
0.6496496496 -0.3526945066
0.6506506507 -0.3517005355
0.6516516517 -0.3507064147
0.6526526527 -0.3497121458
0.6536536537 -0.3487177301
0.6546546547 -0.3477231693
0.6556556557 -0.3467284646
0.6566566567 -0.3457336175
0.6576576577 -0.3447386295
0.6586586587 -0.3437435020
0.6596596597 -0.3427482363
0.6606606607 -0.3417528339
0.6616616617 -0.3407572960
0.6626626627 -0.3397616241
0.6636636637 -0.3387658195
0.6646646647 -0.3377698834
0.6656656657 -0.3367738172
0.6666666667 -0.3357776223
0.6676676677 -0.3347812998
0.6686686687 -0.3337848511
0.6696696697 -0.3327882774
0.6706706707 -0.3317915799
0.6716716717 -0.3307947599
0.6726726727 -0.3297978187
0.6736736737 -0.3288007573
0.6746746747 -0.3278035771
0.6756756757 -0.3268062791
0.6766766767 -0.3258088647
0.6776776777 -0.3248113348
0.6786786787 -0.3238136908
0.6796796797 -0.3228159336
0.6806806807 -0.3218180645
0.6816816817 -0.3208200845
0.6826826827 -0.3198219948
