   x      u
0.6286286286 0.3695382503
0.6296296296 0.3685558370
0.6306306306 0.3675732390
0.6316316316 0.3665904582
0.6326326326 0.3656074964
0.6336336336 0.3646243554
0.6346346346 0.3636410369
0.6356356356 0.3626575428
0.6366366366 0.3616738747
0.6376376376 0.3606900345
0.6386386386 0.3597060238
0.6396396396 0.3587218443
0.6406406406 0.3577374977
0.6416416416 0.3567529857
0.6426426426 0.3557683099
0.6436436436 0.3547834720
0.6446446446 0.3537984735
0.6456456456 0.3528133162
0.6466466466 0.3518280014
0.6476476476 0.3508425309
0.6486486486 0.3498569061
0.6496496496 0.3488711287
0.6506506507 0.3478852000
0.6516516517 0.3468991217
0.6526526527 0.3459128953
0.6536536537 0.3449265221
0.6546546547 0.3439400036
0.6556556557 0.3429533414
0.6566566567 0.3419665368
0.6576576577 0.3409795913
0.6586586587 0.3399925063
0.6596596597 0.3390052830
0.6606606607 0.3380179230
0.6616616617 0.3370304276
0.6626626627 0.3360427982
0.6636636637 0.3350550360
0.6646646647 0.3340671424
0.6656656657 0.3330791187
0.6666666667 0.3320909662
0.6676676677 0.3311026861
0.6686686687 0.3301142799
0.6696696697 0.3291257486
0.6706706707 0.3281370936
0.6716716717 0.3271483160
0.6726726727 0.3261594172
0.6736736737 0.3251703983
0.6746746747 0.3241812605
0.6756756757 0.3231920050
0.6766766767 0.3222026330
0.6776776777 0.3212131456
0.6786786787 0.3202235439
0.6796796797 0.3192338292
0.6806806807 0.3182440025
0.6816816817 0.3172540650
0.6826826827 0.3162640177
0.6836836837 0.3152738618
0.6846846847 0.3142835984
0.6856856857 0.3132932284
0.6866866867 0.3123027530
0.6876876877 0.3113121732
0.6886886887 0.3103214901
0.6896896897 0.3093307046
0.6906906907 0.3083398179
0.6916916917 0.3073488309
0.6926926927 0.3063577445
0.6936936937 0.3053665599
0.6946946947 0.3043752780
0.6956956957 0.3033838997
0.6966966967 0.3023924261
0.6976976977 0.3014008579
0.6986986987 0.3004091963
0.6996996997 0.2994174422
0.7007007007 0.2984255963
0.7017017017 0.2974336598
0.7027027027 0.2964416334
0.7037037037 0.2954495181
0.7047047047 0.2944573147
0.7057057057 0.2934650241
0.7067067067 0.2924726473
0.7077077077 0.2914801850
0.7087087087 0.2904876381
0.7097097097 0.2894950075
0.7107107107 0.2885022939
0.7117117117 0.2875094983
0.7127127127 0.2865166213
0.7137137137 0.2855236639
0.7147147147 0.2845306269
0.7157157157 0.2835375110
0.7167167167 0.2825443170
0.7177177177 0.2815510457
0.7187187187 0.2805576978
0.7197197197 0.2795642742
0.7207207207 0.2785707756
0.7217217217 0.2775772027
0.7227227227 0.2765835563
0.7237237237 0.2755898370
0.7247247247 0.2745960457
0.7257257257 0.2736021830
0.7267267267 0.2726082497
0.7277277277 0.2716142465
0.7287287287 0.2706201740
0.7297297297 0.2696260329
0.7307307307 0.2686318240
0.7317317317 0.2676375479
0.7327327327 0.2666432052
0.7337337337 0.2656487967
0.7347347347 0.2646543230
0.7357357357 0.2636597847
0.7367367367 0.2626651825
0.7377377377 0.2616705170
0.7387387387 0.2606757889
0.7397397397 0.2596809987
0.7407407407 0.2586861471
0.7417417417 0.2576912348
0.7427427427 0.2566962622
0.7437437437 0.2557012301
0.7447447447 0.2547061389
0.7457457457 0.2537109894
0.7467467467 0.2527157820
0.7477477477 0.2517205174
0.7487487487 0.2507251961
0.7497497497 0.2497298186
0.7507507508 0.2487343856
0.7517517518 0.2477388977
0.7527527528 0.2467433552
0.7537537538 0.2457477588
0.7547547548 0.2447521091
0.7557557558 0.2437564065
0.7567567568 0.2427606516
0.7577577578 0.2417648449
0.7587587588 0.2407689869
0.7597597598 0.2397730781
0.7607607608 0.2387771191
0.7617617618 0.2377811103
0.7627627628 0.2367850522
0.7637637638 0.2357889454
0.7647647648 0.2347927902
0.7657657658 0.2337965873
0.7667667668 0.2328003370
0.7677677678 0.2318040398
0.7687687688 0.2308076963
0.7697697698 0.2298113068
0.7707707708 0.2288148718
0.7717717718 0.2278183918
0.7727727728 0.2268218673
0.7737737738 0.2258252986
0.7747747748 0.2248286862
0.7757757758 0.2238320305
0.7767767768 0.2228353320
0.7777777778 0.2218385912
0.7787787788 0.2208418083
0.7797797798 0.2198449839
0.7807807808 0.2188481183
0.7817817818 0.2178512120
0.7827827828 0.2168542654
0.7837837838 0.2158572788
0.7847847848 0.2148602527
0.7857857858 0.2138631875
0.7867867868 0.2128660835
0.7877877878 0.2118689412
0.7887887888 0.2108717608
0.7897897898 0.2098745429
0.7907907908 0.2088772878
0.7917917918 0.2078799958
0.7927927928 0.2068826673
0.7937937938 0.2058853026
0.7947947948 0.2048879022
0.7957957958 0.2038904664
0.7967967968 0.2028929956
0.7977977978 0.2018954900
0.7987987988 0.2008979501
0.7997997998 0.1999003762
0.8008008008 0.1989027685
0.8018018018 0.1979051276
0.8028028028 0.1969074536
0.8038038038 0.1959097469
0.8048048048 0.1949120079
0.8058058058 0.1939142368
0.8068068068 0.1929164340
0.8078078078 0.1919185998
0.8088088088 0.1909207346
0.8098098098 0.1899228385
0.8108108108 0.1889249120
0.8118118118 0.1879269553
0.8128128128 0.1869289687
0.8138138138 0.1859309526
0.8148148148 0.1849329072
0.8158158158 0.1839348328
0.8168168168 0.1829367297
0.8178178178 0.1819385982
0.8188188188 0.1809404385
0.8198198198 0.1799422511
0.8208208208 0.1789440360
0.8218218218 0.1779457937
0.8228228228 0.1769475243
0.8238238238 0.1759492282
0.8248248248 0.1749509055
0.8258258258 0.1739525567
0.8268268268 0.1729541819
0.8278278278 0.1719557814
0.8288288288 0.1709573554
0.8298298298 0.1699589043
0.8308308308 0.1689604282
0.8318318318 0.1679619274
0.8328328328 0.1669634022
0.8338338338 0.1659648527
0.8348348348 0.1649662793
0.8358358358 0.1639676822
0.8368368368 0.1629690616
0.8378378378 0.1619704177
0.8388388388 0.1609717508
0.8398398398 0.1599730611
0.8408408408 0.1589743488
0.8418418418 0.1579756142
0.8428428428 0.1569768575
0.8438438438 0.1559780788
0.8448448448 0.1549792785
0.8458458458 0.1539804567
0.8468468468 0.1529816137
0.8478478478 0.1519827496
0.8488488488 0.1509838647
0.8498498498 0.1499849592
0.8508508509 0.1489860332
0.8518518519 0.1479870871
0.8528528529 0.1469881209
0.8538538539 0.1459891349
0.8548548549 0.1449901293
0.8558558559 0.1439911042
0.8568568569 0.1429920600
0.8578578579 0.1419929967
0.8588588589 0.1409939145
0.8598598599 0.1399948137
0.8608608609 0.1389956945
0.8618618619 0.1379965569
0.8628628629 0.1369974012
0.8638638639 0.1359982276
0.8648648649 0.1349990363
0.8658658659 0.1339998274
0.8668668669 0.1330006010
0.8678678679 0.1320013575
0.8688688689 0.1310020969
0.8698698699 0.1300028194
0.8708708709 0.1290035252
0.8718718719 0.1280042145
0.8728728729 0.1270048874
0.8738738739 0.1260055441
0.8748748749 0.1250061847
0.8758758759 0.1240068094
0.8768768769 0.1230074183
0.8778778779 0.1220080117
0.8788788789 0.1210085897
0.8798798799 0.1200091524
0.8808808809 0.1190096999
0.8818818819 0.1180102325
0.8828828829 0.1170107503
0.8838838839 0.1160112534
0.8848848849 0.1150117419
0.8858858859 0.1140122161
